student_id,pais,edad,genero,plan,escuela_principal,dispositivo_principal,objetivo_estudiante,nivel_educativo,experiencia_tech_anios,meses_suscrito,tipo_pago,dias_para_renovacion,intentos_pago_fallidos,fecha_registro,dias_en_gratuito_antes_pago,cursos_inscritos,tasa_completado,cursos_completados,certificados_obtenidos,rutas_inscritas,rutas_completadas,examenes_ruta_aprobados,interes_Prog,interes_DataSci,interes_Web,interes_Ingles,interes_Marketing,interes_Diseno,interes_Gestion,interes_SoftSkills,interes_Cloud,interes_Otros,dias_desde_ultimo_login,dias_desde_ultima_clase,sesiones_ultimo_mes,horas_vistas_total,horas_vistas_ultimo_mes,promedio_clases_semana,horas_semana_1,horas_semana_2,horas_semana_3,horas_semana_4,variacion_sesiones_vs_mes_anterior,racha_dias_maxima,racha_dias_actual,liveclasses_asistidas,hora_pico_uso,preguntas_en_foro,respuestas_en_foro,upvotes_recibidos,tutoriales_publicados,platzi_rank,nivel_rewards,tickets_soporte,dias_resolucion_promedio,nps_score,churn
PLZ-04607,Chile,29,Femenino,Expert,Escuela de Desarrollo Web,Desktop,Conseguir empleo tech,Tecnico,3,8,Anual,336.0,0,2024-07-27,8,7,0.4,2,1,0,0,0,0.38,0.09,0.18,0.38,0.42,0.41,0.28,0.42,0.42,0.21,4,11,9,38,26,6.5,7.0,6.0,3.6,9.4,-3.7,9,0,4,7,2,4,7,0,272,Estandar,1,6.7,7.0,0
PLZ-04608,México,31,Masculino,Gratuito,Escuela de Soft Skills,Desktop,Conseguir empleo tech,Universitario completo,1,1,Sin_suscripcion,-1.0,0,2023-09-04,28,1,0.22,0,0,3,0,0,0.19,0.46,0.47,0.03,0.11,0.09,0.2,0.38,0.11,0.1,7,16,3,4,4,1.0,0.6,0.8,0.8,1.3,-4.0,0,0,0,11,2,5,15,0,70,Estandar,1,2.3,9.0,1
PLZ-04609,Uruguay,17,Femenino,Basic,Escuela de Data Science e Inteligencia Artificial,Desktop,Freelance / proyectos propios,Posgrado,5,4,Mensual,30.0,0,2024-03-03,14,6,0.34,2,1,2,0,0,0.05,0.33,0.73,0.47,0.08,0.23,0.32,0.14,0.67,0.29,7,8,4,29,21,5.2,4.9,7.4,6.4,3.2,1.4,3,0,5,16,6,12,32,0,188,Estandar,2,3.3,9.0,0
PLZ-04610,Colombia,18,Masculino,Gratuito,Escuela de Desarrollo Web,Desktop,Freelance / proyectos propios,Universitario completo,3,1,Sin_suscripcion,-1.0,0,2022-12-06,23,4,0.0,0,0,1,0,0,0.05,0.37,0.22,0.28,0.2,0.02,0.21,0.05,0.3,0.5,0,1,1,18,13,3.2,2.6,3.4,1.7,4.5,-1.7,0,0,0,18,1,4,11,0,53,Estandar,1,6.8,8.0,1
PLZ-04611,México,19,Masculino,Basic,Escuela de Gestion y Liderazgo,Desktop,Conseguir empleo tech,Posgrado,3,1,Mensual,19.0,0,2024-12-19,22,1,0.13,0,0,2,0,0,0.28,0.15,0.19,0.33,0.15,0.2,0.45,0.02,0.06,0.18,2,8,7,2,2,0.5,0.3,0.4,0.3,0.5,-2.9,15,0,3,14,3,7,9,0,66,Estandar,0,0.0,1.0,0
PLZ-04612,México,25,Masculino,Expert Duo,Escuela de Programacion y Software,Mobile,Conseguir empleo tech,Universitario completo,5,9,Anual,21.0,0,2022-04-12,36,9,0.46,4,3,1,0,0,0.24,0.26,0.14,0.1,0.03,0.26,0.5,0.11,0.36,0.46,1,6,13,57,20,5.0,5.3,6.0,6.5,7.2,1.6,18,1,5,13,2,5,19,0,270,Estandar,0,0.0,10.0,0
PLZ-04613,Colombia,18,Masculino,Basic,Escuela de Soft Skills,Mobile,Conseguir empleo tech,Universitario en curso,2,2,Mensual,16.0,1,2022-06-10,28,9,0.56,5,4,1,0,0,0.16,0.24,0.1,0.12,0.03,0.16,0.26,0.18,0.27,0.29,42,52,3,82,0,0.0,0.0,0.0,0.0,0.0,-8.5,4,0,0,18,2,6,22,0,244,Estandar,1,5.3,10.0,1
PLZ-04614,México,35,Femenino,Basic,Escuela de Data Science e Inteligencia Artificial,Mobile,Cambiar de carrera,Secundaria,1,6,Mensual,5.0,0,2024-09-24,91,3,0.19,0,0,0,0,0,0.42,0.09,0.09,0.12,0.06,0.48,0.13,0.39,0.23,0.49,2,9,3,10,10,2.5,3.5,3.1,3.7,2.1,5.9,49,0,2,15,2,1,0,0,213,Estandar,1,1.1,9.0,1
PLZ-04615,México,29,Femenino,Expert Duo,Escuela de Programacion y Software,Mobile,Freelance / proyectos propios,Tecnico,3,15,Anual,79.0,0,2024-03-25,14,14,0.44,6,5,1,0,0,0.17,0.41,0.21,0.13,0.08,0.23,0.24,0.41,0.22,0.21,4,9,14,108,6,1.5,1.6,1.3,2.1,1.6,3.8,1,0,6,14,4,6,12,0,500,Estandar,1,6.3,7.0,0
PLZ-04616,México,30,Femenino,Expert,Escuela de Data Science e Inteligencia Artificial,Desktop,Freelance / proyectos propios,Universitario completo,10,30,Anual,133.0,0,2023-06-29,17,9,0.37,3,2,0,0,0,0.2,0.18,0.1,0.14,0.21,0.03,0.15,0.24,0.15,0.61,33,42,2,46,0,0.0,0.0,0.0,0.0,0.0,-4.7,12,0,0,8,2,4,14,0,1081,Estandar,0,0.0,1.0,0
PLZ-04617,Chile,17,Masculino,Expert,Escuela de Programacion y Software,Mobile,Ascender en trabajo actual,Posgrado,3,3,Anual,164.0,0,2025-03-21,8,6,0.29,1,0,1,0,0,0.44,0.32,0.48,0.35,0.23,0.15,0.07,0.14,0.05,0.1,60,67,1,38,1,0.2,0.0,0.0,0.0,0.0,-0.7,7,0,0,14,6,7,10,0,189,Estandar,1,3.4,10.0,1
PLZ-04618,Venezuela,34,Masculino,Expert Duo,Escuela de Programacion y Software,Mobile,Ascender en trabajo actual,Universitario en curso,3,16,Anual,115.0,0,2024-05-19,25,13,0.27,3,2,5,1,1,0.51,0.08,0.18,0.22,0.24,0.26,0.38,0.48,0.04,0.36,1,6,26,59,3,0.8,0.8,1.0,1.1,0.8,-5.9,5,2,3,20,3,4,12,0,1421,Pro,0,0.0,10.0,0
PLZ-04619,México,30,Masculino,Expert,Escuela de Marketing Digital,Desktop,Conseguir empleo tech,Posgrado,10,13,Anual,278.0,0,2024-03-27,84,4,0.29,1,0,1,0,0,0.27,0.24,0.1,0.08,0.12,0.23,0.03,0.25,0.4,0.29,2,14,13,19,2,0.5,0.3,0.7,0.7,0.3,-2.6,16,0,6,17,4,2,4,2,485,Estandar,0,0.0,10.0,0
PLZ-04620,Venezuela,22,Masculino,Expert,Escuela de Data Science e Inteligencia Artificial,Mobile,Cambiar de carrera,Universitario en curso,2,16,Anual,52.0,0,2023-04-11,12,11,0.06,0,0,0,0,0,0.26,0.08,0.03,0.09,0.07,0.18,0.21,0.06,0.09,0.36,0,8,15,31,5,1.2,1.7,1.2,1.7,1.0,2.3,7,7,2,17,4,11,15,0,271,Estandar,1,4.9,5.0,1
PLZ-04621,Venezuela,17,Masculino,Gratuito,Escuela de Cloud Computing,Desktop,Aprender por curiosidad,Universitario en curso,10,8,Sin_suscripcion,-1.0,0,2024-12-17,47,2,0.2,0,0,4,0,0,0.07,0.47,0.37,0.2,0.1,0.41,0.33,0.09,0.28,0.47,63,69,0,7,1,0.2,0.0,0.0,0.0,0.0,-4.7,1,0,0,21,0,7,17,0,126,Estandar,1,3.2,10.0,1
PLZ-04622,Perú,26,Masculino,Gratuito,Escuela de Desarrollo Web,Mobile,Freelance / proyectos propios,Universitario completo,0,1,Sin_suscripcion,-1.0,0,2024-06-02,26,1,0.43,0,0,1,0,0,0.15,0.39,0.05,0.11,0.17,0.3,0.11,0.03,0.5,0.17,18,23,2,4,4,1.0,1.1,0.5,1.3,0.6,4.3,12,0,0,16,4,3,9,0,54,Estandar,0,0.0,4.0,0
PLZ-04623,México,24,Masculino,Basic,Escuela de Desarrollo Web,Desktop,Freelance / proyectos propios,Universitario en curso,2,1,Mensual,7.0,0,2022-12-19,64,4,0.67,2,1,0,0,0,0.11,0.05,0.11,0.41,0.04,0.47,0.36,0.08,0.1,0.2,8,10,10,24,10,2.5,3.5,2.3,3.2,3.1,2.0,11,0,6,19,4,7,10,0,117,Estandar,1,4.4,2.0,0
PLZ-04624,Argentina,24,Masculino,Expert,Escuela de Desarrollo Web,Desktop,Ascender en trabajo actual,Posgrado,1,24,Anual,309.0,0,2024-08-12,69,9,0.68,6,5,1,0,0,0.24,0.54,0.16,0.06,0.42,0.16,0.57,0.09,0.45,0.1,7,9,7,79,11,2.8,3.4,2.5,1.6,3.1,6.6,2,0,1,21,3,3,3,1,1121,Estandar,3,4.1,3.0,0
PLZ-04625,Bolivia,22,Masculino,Expert Family,Escuela de Marketing Digital,Desktop,Conseguir empleo tech,Universitario completo,2,4,Anual,152.0,0,2025-03-13,3,19,0.44,8,6,2,0,0,0.16,0.48,0.41,0.36,0.42,0.48,0.2,0.1,0.57,0.02,20,26,13,136,18,4.5,4.4,6.4,6.5,3.2,3.7,11,0,2,10,7,4,13,0,405,Estandar,3,2.4,10.0,1
PLZ-04626,Argentina,31,Femenino,Expert Family,Escuela de Desarrollo Web,Desktop,Conseguir empleo tech,Universitario en curso,0,1,Anual,254.0,0,2024-09-15,43,15,0.19,2,1,1,0,0,0.23,0.19,0.11,0.41,0.2,0.07,0.08,0.16,0.22,0.28,2,9,17,52,26,6.5,7.1,4.3,7.5,6.2,1.9,0,0,5,10,5,2,5,0,124,Estandar,2,4.7,4.0,0
PLZ-04627,México,16,Masculino,Expert Duo,Escuela de Programacion y Software,Mobile,Ascender en trabajo actual,Universitario completo,1,10,Anual,301.0,0,2023-10-18,4,15,0.23,3,2,2,0,0,0.18,0.51,0.26,0.3,0.02,0.48,0.29,0.24,0.26,0.29,7,7,13,77,17,4.2,5.8,2.7,3.6,4.4,4.2,3,0,6,11,3,5,18,0,259,Estandar,0,0.0,8.0,0
PLZ-04628,Colombia,35,Masculino,Basic,Escuela de Videojuegos,Tablet,Conseguir empleo tech,Posgrado,1,1,Mensual,13.0,0,2023-07-12,64,10,0.24,2,1,0,0,0,0.2,0.4,0.07,0.32,0.27,0.09,0.11,0.1,0.73,0.22,70,73,1,44,1,0.2,0.0,0.0,0.0,0.0,-5.2,11,0,0,12,3,4,7,0,109,Estandar,1,1.6,9.0,1
PLZ-04629,Argentina,32,No especifica,Expert Family,Escuela de Desarrollo Web,Desktop,Conseguir empleo tech,Universitario completo,1,11,Anual,63.0,0,2023-02-26,19,17,0.62,10,8,5,3,1,0.23,0.04,0.38,0.24,0.3,0.56,0.21,0.13,0.43,0.23,7,15,19,124,9,2.2,2.0,3.3,3.2,3.1,2.7,9,0,4,9,7,8,12,0,2318,Pro,2,5.0,10.0,0
PLZ-04630,Colombia,28,Masculino,Expert,Escuela de Programacion y Software,Desktop,Ascender en trabajo actual,Universitario en curso,0,48,Cuotas x4,339.0,1,2025-03-20,68,9,0.55,4,3,2,1,0,0.14,0.1,0.38,0.17,0.11,0.5,0.08,0.41,0.33,0.19,5,9,4,53,26,6.5,6.4,9.1,8.3,4.3,-4.4,3,0,3,14,3,8,7,1,2274,Pro,0,0.0,10.0,1
PLZ-04631,México,26,Femenino,Basic,Escuela de Desarrollo Web,Desktop,Emprender startup,Universitario en curso,5,1,Mensual,1.0,0,2022-01-26,2,5,0.44,2,1,0,0,0,0.46,0.7,0.43,0.36,0.18,0.32,0.34,0.06,0.49,0.45,13,20,12,43,2,0.5,0.7,0.5,0.6,0.6,11.8,0,0,2,22,3,5,3,0,109,Estandar,0,0.0,10.0,0
PLZ-04632,México,33,Masculino,Expert,Escuela de Ingles,Mobile,Emprender startup,Secundaria,1,16,Anual,89.0,0,2023-08-16,2,7,0.21,1,0,2,0,0,0.36,0.21,0.16,0.16,0.7,0.08,0.29,0.24,0.01,0.23,1,4,5,35,25,6.2,7.2,5.3,6.1,3.6,-4.7,1,1,4,22,3,4,14,0,386,Estandar,0,0.0,10.0,0
PLZ-04633,Chile,26,Femenino,Gratuito,Escuela de Data Science e Inteligencia Artificial,Desktop,Conseguir empleo tech,Secundaria,2,1,Sin_suscripcion,-1.0,0,2023-09-13,62,1,0.2,0,0,2,0,0,0.22,0.13,0.44,0.03,0.16,0.12,0.09,0.13,0.02,0.19,13,13,7,3,3,0.8,1.1,1.0,0.4,0.8,1.8,0,0,0,20,4,10,22,0,75,Estandar,0,0.0,9.0,0
PLZ-04634,Venezuela,25,Masculino,Gratuito,Escuela de Gestion y Liderazgo,Tablet,Conseguir empleo tech,Posgrado,0,1,Sin_suscripcion,-1.0,0,2022-10-07,49,2,0.25,0,0,0,0,0,0.38,0.04,0.62,0.22,0.13,0.07,0.19,0.09,0.16,0.43,34,38,1,2,0,0.0,0.0,0.0,0.0,0.0,-6.2,6,0,0,12,3,4,11,0,67,Estandar,0,0.0,4.0,1
PLZ-04635,México,33,Femenino,Expert,Escuela de Marketing Digital,Mobile,Freelance / proyectos propios,Tecnico,0,3,Anual,330.0,0,2023-10-01,4,9,0.45,4,3,0,0,0,0.43,0.36,0.11,0.24,0.15,0.2,0.09,0.09,0.11,0.41,39,43,1,53,1,0.2,0.0,0.0,0.0,0.0,-7.5,1,0,0,14,1,6,11,0,196,Estandar,2,5.4,8.0,1
PLZ-04636,Uruguay,39,Masculino,Expert,Escuela de Marketing Digital,Mobile,Aprender por curiosidad,Universitario completo,7,11,Anual,161.0,0,2023-09-11,66,7,0.29,2,1,0,0,0,0.02,0.04,0.47,0.38,0.54,0.22,0.02,0.12,0.2,0.06,1,2,12,49,25,6.2,4.5,9.3,7.7,5.4,-1.9,43,3,2,9,0,3,3,0,410,Estandar,2,6.2,8.0,0
PLZ-04637,México,21,Femenino,Basic,Escuela de Desarrollo Web,Mobile,Cambiar de carrera,Universitario completo,7,1,Mensual,5.0,0,2025-04-08,57,5,0.45,2,1,0,0,0,0.19,0.4,0.32,0.11,0.2,0.29,0.28,0.39,0.17,0.01,63,65,3,36,1,0.2,0.0,0.0,0.0,0.0,-7.9,49,0,0,18,1,4,13,0,123,Estandar,1,2.9,5.0,1
PLZ-04638,Argentina,29,Masculino,Expert,Escuela de Ciberseguridad,Mobile,Aprender por curiosidad,Universitario completo,7,16,Anual,55.0,0,2025-02-23,23,7,0.56,3,2,2,1,1,0.01,0.35,0.1,0.09,0.3,0.07,0.23,0.08,0.08,0.39,2,4,12,38,16,4.0,5.5,5.5,5.5,5.3,2.0,1,0,4,20,2,6,10,0,1084,Estandar,0,0.0,10.0,0
PLZ-04639,Perú,20,Masculino,Expert Duo,Escuela de Data Science e Inteligencia Artificial,Mobile,Freelance / proyectos propios,Tecnico,2,20,Anual,51.0,0,2023-06-23,5,9,0.59,5,4,1,0,0,0.13,0.14,0.06,0.2,0.45,0.18,0.6,0.08,0.38,0.05,5,5,22,91,6,1.5,1.2,0.8,2.2,1.1,3.5,7,0,8,22,3,5,15,0,802,Estandar,0,0.0,10.0,0
PLZ-04640,Chile,30,Femenino,Expert,Escuela de Ingles,Mobile,Conseguir empleo tech,Universitario en curso,0,7,Anual,354.0,0,2022-05-10,16,6,0.32,1,0,0,0,0,0.18,0.48,0.12,0.06,0.32,0.3,0.08,0.03,0.15,0.2,22,34,11,30,7,1.8,2.2,1.6,1.7,1.0,1.0,28,0,2,21,4,10,5,0,188,Estandar,0,0.0,9.0,0
PLZ-04641,Bolivia,22,Masculino,Basic,Escuela de Data Science e Inteligencia Artificial,Mobile,Conseguir empleo tech,Universitario en curso,0,1,Mensual,28.0,0,2025-03-05,23,5,0.29,1,0,0,0,0,0.12,0.05,0.05,0.34,0.27,0.15,0.19,0.27,0.06,0.13,6,13,6,14,5,1.2,1.5,0.8,1.2,1.7,3.9,10,0,4,20,1,11,33,0,117,Estandar,1,6.6,2.0,1
PLZ-04642,México,34,Femenino,Gratuito,Escuela de Diseno Grafico,Mobile,Conseguir empleo tech,Universitario en curso,3,1,Sin_suscripcion,-1.0,0,2024-04-26,29,2,0.04,0,0,1,0,0,0.17,0.15,0.06,0.07,0.61,0.17,0.15,0.03,0.09,0.1,2,13,2,3,3,0.8,0.8,0.5,0.7,0.6,-1.3,20,0,0,14,5,6,19,0,76,Estandar,2,4.9,10.0,0
PLZ-04643,Venezuela,26,Masculino,Basic,Escuela de Programacion y Software,Mobile,Freelance / proyectos propios,Universitario en curso,5,3,Mensual,15.0,0,2023-01-16,58,3,0.03,0,0,4,0,0,0.18,0.1,0.47,0.12,0.62,0.37,0.36,0.3,0.18,0.6,25,26,11,3,3,0.8,0.8,0.4,0.8,0.6,2.2,4,0,3,11,0,3,2,0,41,Estandar,0,0.0,10.0,1
PLZ-04644,México,27,Masculino,Expert Family,Escuela de Programacion y Software,Tablet,Conseguir empleo tech,Universitario completo,7,40,Cuotas x4,249.0,1,2023-11-12,53,19,0.36,6,5,1,0,0,0.44,0.22,0.3,0.06,0.01,0.22,0.26,0.3,0.53,0.21,0,0,17,123,5,1.2,1.2,1.4,1.6,1.1,1.4,5,0,5,10,0,8,10,0,1220,Pro,1,2.6,1.0,0
PLZ-04645,Argentina,36,Femenino,Basic,Escuela de Gestion y Liderazgo,Tablet,Freelance / proyectos propios,Secundaria,1,3,Mensual,17.0,0,2022-05-21,0,4,0.24,0,0,0,0,0,0.3,0.49,0.03,0.21,0.13,0.27,0.2,0.03,0.28,0.22,3,16,4,14,14,3.5,1.9,4.1,3.0,2.4,4.1,17,0,6,21,3,3,6,0,142,Estandar,0,0.0,9.0,0
PLZ-04646,Perú,22,Masculino,Expert,Escuela de Desarrollo Web,Mobile,Freelance / proyectos propios,Universitario en curso,1,7,Anual,107.0,2,2022-04-01,0,6,0.17,1,0,2,0,0,0.27,0.03,0.13,0.12,0.34,0.37,0.37,0.52,0.03,0.24,12,25,13,22,5,1.2,1.4,1.8,1.9,1.1,2.9,2,0,2,11,1,3,5,0,302,Estandar,0,0.0,10.0,0
PLZ-04647,Argentina,31,Masculino,Expert,Escuela de Data Science e Inteligencia Artificial,Desktop,Conseguir empleo tech,Tecnico,0,27,Anual,177.0,0,2023-10-24,17,9,0.27,2,1,3,0,0,0.05,0.07,0.13,0.44,0.02,0.31,0.36,0.06,0.13,0.17,16,24,13,54,12,3.0,1.6,3.2,3.1,3.7,6.0,23,0,3,19,2,4,15,1,963,Estandar,0,0.0,9.0,1
PLZ-04648,México,23,Femenino,Expert Duo,Escuela de Ingles,Desktop,Emprender startup,Posgrado,5,3,Anual,129.0,0,2022-02-16,77,18,0.15,2,1,0,0,0,0.27,0.03,0.12,0.2,0.19,0.48,0.3,0.05,0.13,0.55,6,13,12,60,19,4.8,4.5,5.4,5.8,4.0,3.4,39,0,1,11,3,5,17,0,190,Estandar,0,0.0,7.0,0
PLZ-04649,Venezuela,34,Femenino,Expert,Escuela de Marketing Digital,Mobile,Ascender en trabajo actual,Universitario completo,1,5,Anual,255.0,0,2022-10-30,43,8,0.31,2,1,0,0,0,0.11,0.55,0.18,0.1,0.05,0.06,0.04,0.3,0.12,0.34,12,21,15,51,20,5.0,6.0,4.0,2.7,5.8,-1.7,18,0,6,13,5,9,5,0,229,Estandar,1,6.6,8.0,0
PLZ-04650,México,37,Femenino,Expert,Escuela de Data Science e Inteligencia Artificial,Desktop,Emprender startup,Universitario completo,2,10,Anual,193.0,0,2023-07-31,95,12,0.29,3,2,2,0,0,0.25,0.59,0.5,0.0,0.48,0.01,0.18,0.44,0.36,0.3,5,7,6,88,20,5.0,4.1,7.1,3.0,7.4,-0.1,26,0,2,19,1,6,4,0,504,Estandar,2,1.0,10.0,0
PLZ-04651,México,25,Masculino,Basic,Escuela de Programacion y Software,Desktop,Emprender startup,Tecnico,7,1,Mensual,8.0,0,2022-07-16,10,1,0.51,0,0,1,0,0,0.02,0.09,0.46,0.12,0.36,0.08,0.09,0.18,0.57,0.18,2,4,2,1,1,0.2,0.4,0.3,0.4,0.3,4.1,1,0,2,20,2,0,0,0,39,Estandar,1,3.7,9.0,0
PLZ-04652,Perú,16,Masculino,Gratuito,Escuela de Ciberseguridad,Desktop,Conseguir empleo tech,Universitario completo,5,12,Sin_suscripcion,-1.0,0,2023-02-17,9,1,0.25,0,0,0,0,0,0.13,0.24,0.21,0.22,0.17,0.29,0.27,0.25,0.59,0.21,25,26,2,4,4,1.0,0.9,0.8,0.6,0.7,2.1,3,0,0,19,4,4,7,0,323,Estandar,2,4.0,9.0,0
PLZ-04653,Colombia,22,Masculino,Expert Family,Escuela de Ingles,Mobile,Ascender en trabajo actual,Universitario en curso,0,13,Anual,177.0,1,2022-12-01,22,18,0.64,11,9,2,1,1,0.51,0.25,0.41,0.12,0.4,0.11,0.16,0.4,0.38,0.05,13,13,15,101,19,4.8,5.2,6.8,3.1,2.4,-0.7,2,0,3,12,3,10,37,0,1297,Pro,0,0.0,9.0,0
PLZ-04654,Chile,41,Masculino,Expert Family,Escuela de Data Science e Inteligencia Artificial,Mobile,Conseguir empleo tech,Tecnico,0,1,Anual,47.0,0,2024-03-08,28,10,0.47,4,3,2,0,0,0.37,0.28,0.36,0.07,0.47,0.07,0.07,0.04,0.33,0.24,6,10,26,69,19,4.8,5.4,5.1,4.7,5.4,-1.8,32,0,2,16,3,4,5,0,187,Estandar,1,1.0,10.0,1
PLZ-04655,Colombia,23,Femenino,Expert Family,Escuela de Gestion y Liderazgo,Desktop,Aprender por curiosidad,Universitario completo,5,4,Anual,127.0,0,2024-02-01,7,15,0.37,5,4,2,0,0,0.22,0.23,0.28,0.31,0.27,0.23,0.22,0.11,0.11,0.27,0,6,17,79,14,3.5,3.6,4.1,3.7,4.0,1.8,2,2,4,21,1,3,10,0,278,Estandar,0,0.0,10.0,0
PLZ-04656,México,37,Masculino,Expert Family,Escuela de Desarrollo Web,Desktop,Ascender en trabajo actual,Universitario completo,3,16,Anual,266.0,0,2022-10-29,18,24,0.27,6,4,1,0,0,0.19,0.32,0.05,0.46,0.19,0.17,0.23,0.37,0.39,0.17,9,15,17,89,21,5.2,3.5,7.5,4.8,7.8,-1.1,9,0,2,9,0,6,10,0,410,Estandar,0,0.0,7.0,0
PLZ-04657,Chile,23,Masculino,Expert,Escuela de Data Science e Inteligencia Artificial,Mobile,Emprender startup,Posgrado,5,10,Anual,300.0,0,2023-07-18,42,7,0.22,1,0,4,0,0,0.11,0.42,0.65,0.08,0.34,0.01,0.48,0.09,0.4,0.07,7,8,11,29,19,4.8,4.0,3.9,4.2,4.9,5.7,12,0,3,16,4,7,15,0,354,Estandar,0,0.0,10.0,0
PLZ-04658,Colombia,23,Masculino,Expert,Escuela de Data Science e Inteligencia Artificial,Tablet,Conseguir empleo tech,Universitario completo,0,48,Anual,240.0,0,2024-10-25,12,6,0.3,1,0,1,0,0,0.24,0.19,0.09,0.25,0.55,0.07,0.04,0.01,0.04,0.05,27,27,12,15,2,0.5,0.5,0.4,0.5,0.4,3.6,4,0,1,16,3,4,6,0,617,Estandar,0,0.0,9.0,0
PLZ-04659,México,31,Femenino,Expert Duo,Escuela de Data Science e Inteligencia Artificial,Desktop,Freelance / proyectos propios,Tecnico,7,16,Anual,300.0,0,2023-12-27,2,13,0.33,4,3,1,0,0,0.26,0.34,0.1,0.49,0.17,0.07,0.1,0.02,0.15,0.51,15,28,17,67,20,5.0,7.4,6.7,5.4,6.7,-2.5,3,0,4,9,3,4,8,0,736,Estandar,1,6.0,3.0,0
PLZ-04660,Perú,30,Femenino,Expert,Escuela de Soft Skills,Desktop,Cambiar de carrera,Universitario en curso,5,14,Cuotas x4,225.0,0,2023-11-10,54,7,0.44,3,2,1,0,0,0.05,0.35,0.28,0.31,0.09,0.32,0.24,0.23,0.08,0.03,7,7,8,38,20,5.0,5.0,7.0,5.2,3.8,7.5,26,0,4,18,5,2,4,0,313,Estandar,1,6.9,3.0,0
PLZ-04661,Colombia,32,Femenino,Gratuito,Escuela de Programacion y Software,Mobile,Freelance / proyectos propios,Universitario completo,7,1,Sin_suscripcion,-1.0,0,2022-01-30,9,2,0.03,0,0,2,0,0,0.07,0.59,0.17,0.04,0.11,0.33,0.23,0.21,0.07,0.21,49,53,1,5,1,0.2,0.0,0.0,0.0,0.0,-2.4,17,0,0,19,3,5,12,0,63,Estandar,2,1.4,7.0,0
PLZ-04662,Argentina,27,Masculino,Basic,Escuela de Data Science e Inteligencia Artificial,Mobile,Conseguir empleo tech,Tecnico,1,1,Mensual,28.0,0,2023-12-22,3,3,0.14,0,0,2,0,0,0.03,0.18,0.33,0.26,0.65,0.26,0.35,0.26,0.2,0.1,16,20,7,6,6,1.5,1.7,1.7,0.9,1.0,-0.4,0,0,5,12,6,5,7,0,67,Estandar,2,5.8,3.0,0
PLZ-04663,Colombia,33,Femenino,Expert Family,Escuela de Videojuegos,Mobile,Freelance / proyectos propios,Universitario completo,1,20,Cuotas x4,64.0,0,2023-09-27,30,13,0.58,7,5,1,0,0,0.08,0.65,0.18,0.17,0.14,0.08,0.39,0.38,0.25,0.4,4,11,25,116,10,2.5,1.7,1.8,3.5,2.9,1.6,22,0,6,18,2,5,3,0,608,Estandar,1,5.3,8.0,0
PLZ-04664,Chile,32,Femenino,Basic,Escuela de Programacion y Software,Mobile,Conseguir empleo tech,Universitario completo,0,8,Mensual,5.0,0,2022-05-31,33,4,0.17,0,0,2,0,0,0.2,0.22,0.01,0.16,0.05,0.17,0.4,0.2,0.1,0.06,14,17,3,11,11,2.8,3.3,2.6,3.5,2.6,2.0,4,0,3,14,3,1,1,0,166,Estandar,0,0.0,8.0,1
PLZ-04665,Chile,33,Masculino,Expert Duo,Escuela de Ingles,Mobile,Conseguir empleo tech,Posgrado,10,15,Anual,236.0,0,2024-08-13,23,14,0.52,7,5,1,0,0,0.49,0.03,0.04,0.49,0.31,0.01,0.22,0.08,0.32,0.08,15,23,14,102,23,5.8,4.4,3.6,4.2,8.1,-7.1,1,0,4,18,5,4,5,0,812,Estandar,0,0.0,1.0,0
PLZ-04666,Argentina,23,Masculino,Gratuito,Escuela de Data Science e Inteligencia Artificial,Desktop,Ascender en trabajo actual,Universitario completo,0,1,Sin_suscripcion,-1.0,0,2024-06-02,9,4,0.44,1,0,5,2,0,0.02,0.01,0.11,0.24,0.23,0.26,0.08,0.18,0.17,0.1,29,30,6,20,2,0.5,0.3,0.7,0.4,0.6,0.1,40,0,0,1,1,5,12,0,1103,Estandar,2,6.7,8.0,0
PLZ-04667,México,33,Masculino,Basic,Escuela de Ingles,Desktop,Conseguir empleo tech,Universitario completo,0,3,Mensual,6.0,0,2024-11-02,44,5,0.16,0,0,2,0,0,0.43,0.07,0.37,0.09,0.19,0.23,0.12,0.39,0.33,0.18,2,11,9,12,12,3.0,2.3,3.3,3.9,4.4,1.2,9,0,2,16,5,2,3,0,75,Estandar,1,3.1,4.0,0
PLZ-04668,Chile,23,Masculino,Basic,Escuela de Data Science e Inteligencia Artificial,Mobile,Aprender por curiosidad,Secundaria,0,2,Mensual,16.0,0,2022-04-20,27,5,0.54,2,1,0,0,0,0.21,0.21,0.12,0.57,0.37,0.03,0.17,0.21,0.06,0.08,0,3,7,34,16,4.0,3.7,4.3,2.4,2.7,0.2,1,1,6,17,3,8,18,0,184,Estandar,1,1.5,8.0,0
PLZ-04669,Argentina,26,Femenino,Gratuito,Escuela de Programacion y Software,Mobile,Ascender en trabajo actual,Tecnico,5,1,Sin_suscripcion,-1.0,0,2024-11-27,25,1,0.1,0,0,1,0,0,0.12,0.02,0.06,0.31,0.06,0.45,0.4,0.29,0.19,0.12,40,50,0,4,1,0.2,0.0,0.0,0.0,0.0,-12.2,10,0,0,14,2,4,15,0,49,Estandar,0,0.0,5.0,1
